payment_id;customer_id;staff_id;rental_id;amount;payment_date
23892.0;129.0;1.0;13919.0;4.99;20200320000000
23316.0;66.0;1.0;12699.0;0.99;20200318000000
22962.0;29.0;1.0;10543.0;5.99;20200301000000
20588.0;380.0;2.0;15748.0;2.99;20200323000000
21727.0;500.0;2.0;12813.0;2.99;20200319000000
21125.0;437.0;1.0;13839.0;2.99;20200320000000
24833.0;233.0;2.0;15285.0;2.99;20200322000000
19633.0;277.0;2.0;11162.0;4.99;20200302000000
23751.0;116.0;2.0;11016.0;4.99;20200302000000
19579.0;273.0;2.0;11509.0;4.99;20200317000000
20886.0;411.0;2.0;13656.0;7.99;20200320000000
25048.0;257.0;2.0;11545.0;6.99;20200317000000
24792.0;228.0;1.0;12304.0;0.99;20200318000000
24916.0;242.0;2.0;10650.0;9.99;20200301000000
23295.0;64.0;2.0;10714.0;4.99;20200301000000
22643.0;204.0;1.0;12737.0;6.99;20200318000000
23976.0;138.0;1.0;11015.0;4.99;20200302000000
23257.0;59.0;2.0;15744.0;4.99;20200323000000
20858.0;408.0;1.0;15628.0;2.99;20200323000000
20184.0;339.0;1.0;14636.0;4.99;20200321000000
20919.0;414.0;2.0;15481.0;0.99;20200323000000
22703.0;3.0;2.0;12556.0;4.99;20200318000000
24058.0;145.0;2.0;12785.0;2.99;20200319000000
22936.0;26.0;2.0;14183.0;4.99;20200321000000
22135.0;544.0;2.0;12640.0;3.99;20200318000000
22033.0;533.0;1.0;10380.0;2.99;20200301000000
21074.0;432.0;1.0;12767.0;6.99;20200319000000
22116.0;541.0;1.0;15223.0;1.99;20200322000000
19889.0;305.0;2.0;11809.0;3.99;20200317000000
21256.0;450.0;2.0;15419.0;4.99;20200323000000
22387.0;572.0;1.0;11114.0;0.99;20200302000000
24500.0;189.0;1.0;10247.0;9.99;20200301000000
19656.0;279.0;2.0;11250.0;6.99;20200302000000
24488.0;188.0;2.0;10453.0;5.99;20200301000000
21857.0;514.0;1.0;11675.0;1.99;20200317000000
24111.0;149.0;2.0;10967.0;0.99;20200302000000
20602.0;382.0;2.0;10327.0;3.99;20200301000000
22021.0;532.0;1.0;10945.0;5.99;20200302000000
24068.0;146.0;1.0;11573.0;4.99;20200317000000
24908.0;241.0;2.0;14269.0;7.99;20200321000000
23760.0;117.0;1.0;10558.0;4.99;20200301000000
19853.0;301.0;1.0;10883.0;0.99;20200302000000
20774.0;400.0;1.0;12514.0;2.99;20200318000000
22233.0;555.0;2.0;11747.0;2.99;20200317000000
23727.0;113.0;2.0;12817.0;3.99;20200319000000
20815.0;404.0;2.0;14912.0;4.99;20200322000000
21054.0;429.0;1.0;12259.0;2.99;20200318000000
19698.0;284.0;1.0;14648.0;4.99;20200321000000
21037.0;426.0;2.0;12548.0;5.99;20200318000000
20144.0;335.0;2.0;15101.0;0.99;20200322000000
22382.0;571.0;2.0;11191.0;7.99;20200302000000
24415.0;180.0;2.0;13842.0;4.99;20200320000000
19589.0;274.0;2.0;10855.0;0.99;20200302000000
19859.0;302.0;1.0;12126.0;7.99;20200318000000
22882.0;21.0;2.0;12660.0;4.99;20200318000000
21745.0;502.0;1.0;11317.0;4.99;20200302000000
22613.0;598.0;2.0;14345.0;0.99;20200321000000
20555.0;377.0;2.0;15088.0;0.99;20200322000000
22560.0;592.0;2.0;10383.0;0.99;20200301000000
20603.0;382.0;2.0;12229.0;0.99;20200318000000
20948.0;417.0;1.0;13545.0;4.99;20200320000000
19824.0;298.0;2.0;11288.0;6.99;20200302000000
23551.0;90.0;1.0;14807.0;4.99;20200322000000
24119.0;150.0;2.0;11789.0;6.99;20200317000000
23284.0;62.0;1.0;15591.0;0.99;20200323000000
21825.0;511.0;2.0;12110.0;6.99;20200318000000
23685.0;108.0;2.0;12625.0;6.99;20200318000000
22896.0;22.0;2.0;12809.0;0.99;20200319000000
21070.0;431.0;1.0;13784.0;4.99;20200320000000
24340.0;172.0;2.0;16038.0;3.99;20200323000000
24722.0;219.0;2.0;11791.0;0.99;20200317000000
24575.0;197.0;1.0;15078.0;2.99;20200322000000
20847.0;407.0;2.0;15320.0;0.99;20200322000000
23925.0;133.0;1.0;10665.0;0.99;20200301000000
21027.0;425.0;2.0;13040.0;0.99;20200319000000
20575.0;379.0;2.0;15930.0;3.99;20200323000000
20315.0;353.0;1.0;11186.0;0.99;20200302000000
24966.0;247.0;1.0;12491.0;4.99;20200318000000
23035.0;36.0;2.0;13562.0;2.99;20200320000000
19793.0;295.0;2.0;11913.0;5.99;20200317000000
21043.0;427.0;1.0;10417.0;4.99;20200301000000
21818.0;510.0;2.0;10265.0;7.99;20200301000000
22312.0;564.0;2.0;10401.0;4.99;20200301000000
20037.0;323.0;1.0;15387.0;4.99;20200323000000
24932.0;243.0;1.0;14272.0;3.99;20200321000000
22284.0;560.0;1.0;15352.0;6.99;20200322000000
24423.0;181.0;1.0;10748.0;4.99;20200301000000
24452.0;184.0;2.0;12454.0;2.99;20200318000000
23641.0;103.0;2.0;12942.0;7.99;20200319000000
20543.0;376.0;1.0;11851.0;4.99;20200317000000
21728.0;500.0;2.0;13628.0;4.99;20200320000000
21212.0;445.0;1.0;15791.0;6.99;20200323000000
24285.0;167.0;1.0;15050.0;0.99;20200322000000
20268.0;348.0;1.0;11262.0;2.99;20200302000000
24007.0;141.0;1.0;10798.0;4.99;20200301000000
21260.0;451.0;2.0;11167.0;6.99;20200302000000
22858.0;19.0;2.0;12357.0;2.99;20200318000000
21432.0;467.0;1.0;15032.0;0.99;20200322000000
21419.0;466.0;1.0;13988.0;4.99;20200320000000
22249.0;557.0;1.0;13540.0;2.99;20200320000000
19819.0;297.0;1.0;14403.0;5.99;20200321000000
25159.0;266.0;1.0;14877.0;0.99;20200322000000
19747.0;289.0;2.0;13891.0;6.99;20200320000000
23509.0;86.0;2.0;10584.0;6.99;20200301000000
23922.0;132.0;2.0;11812.0;0.99;20200317000000
24003.0;140.0;1.0;15261.0;2.99;20200322000000
23418.0;77.0;1.0;10886.0;2.99;20200302000000
21473.0;470.0;2.0;14405.0;4.99;20200321000000
23494.0;84.0;2.0;11960.0;4.99;20200317000000
22751.0;7.0;1.0;12367.0;8.99;20200318000000
21197.0;444.0;1.0;15249.0;4.99;20200322000000
21562.0;480.0;2.0;15363.0;2.99;20200322000000
24718.0;218.0;2.0;13947.0;5.99;20200320000000
24354.0;174.0;1.0;13185.0;0.99;20200319000000
20664.0;388.0;1.0;14273.0;10.99;20200321000000
24044.0;144.0;1.0;11534.0;7.99;20200317000000
25143.0;265.0;2.0;14556.0;6.99;20200321000000
24809.0;230.0;2.0;14017.0;0.99;20200320000000
24454.0;184.0;1.0;13134.0;0.99;20200319000000
25135.0;264.0;1.0;15595.0;4.99;20200323000000
21496.0;473.0;1.0;10867.0;2.99;20200302000000
23438.0;78.0;1.0;14716.0;0.99;20200321000000
24550.0;195.0;2.0;12941.0;0.99;20200319000000
24413.0;180.0;1.0;12313.0;8.99;20200318000000
21191.0;444.0;1.0;12161.0;6.99;20200318000000
21570.0;481.0;2.0;13497.0;2.99;20200320000000
21560.0;480.0;2.0;13131.0;9.99;20200319000000
21104.0;435.0;1.0;14696.0;4.99;20200321000000
23672.0;106.0;1.0;12845.0;2.99;20200319000000
20319.0;353.0;2.0;13604.0;0.99;20200320000000
20907.0;413.0;2.0;13887.0;4.99;20200320000000
19862.0;302.0;1.0;13916.0;2.99;20200320000000
20662.0;388.0;1.0;12749.0;2.99;20200318000000
22203.0;551.0;1.0;15377.0;4.99;20200322000000
24512.0;190.0;1.0;12270.0;2.99;20200318000000
20375.0;360.0;1.0;12773.0;5.99;20200319000000
23538.0;89.0;1.0;12118.0;3.99;20200318000000
23252.0;59.0;1.0;13573.0;2.99;20200320000000
22466.0;580.0;1.0;15157.0;6.99;20200322000000
21522.0;475.0;1.0;10357.0;0.99;20200301000000
20658.0;388.0;1.0;12068.0;2.99;20200317000000
22162.0;547.0;2.0;11170.0;5.99;20200302000000
20379.0;360.0;2.0;13894.0;7.99;20200320000000
25119.0;263.0;1.0;11339.0;2.99;20200302000000
21392.0;463.0;2.0;12679.0;6.99;20200318000000
23823.0;122.0;1.0;13812.0;4.99;20200320000000
24669.0;213.0;1.0;13354.0;4.99;20200319000000
21262.0;451.0;1.0;11790.0;2.99;20200317000000
22624.0;202.0;1.0;11210.0;4.99;20200302000000
24653.0;211.0;2.0;14782.0;0.99;20200322000000
21670.0;493.0;1.0;15490.0;6.99;20200323000000
21687.0;495.0;2.0;13205.0;3.99;20200319000000
23227.0;56.0;2.0;13560.0;8.99;20200320000000
22478.0;582.0;1.0;11667.0;5.99;20200317000000
22463.0;580.0;2.0;13313.0;2.99;20200319000000
20978.0;419.0;1.0;12460.0;7.99;20200318000000
24205.0;158.0;2.0;12070.0;1.99;20200317000000
24129.0;150.0;2.0;14165.0;0.99;20200321000000
24278.0;167.0;2.0;10285.0;3.99;20200301000000
24435.0;181.0;2.0;15482.0;4.99;20200323000000
19601.0;274.0;1.0;15260.0;2.99;20200322000000
20553.0;377.0;1.0;13249.0;2.99;20200319000000
22268.0;559.0;2.0;13322.0;4.99;20200319000000
23819.0;122.0;2.0;11197.0;2.99;20200302000000
21296.0;454.0;1.0;13805.0;6.99;20200320000000
23531.0;88.0;1.0;11056.0;6.99;20200302000000
20380.0;360.0;1.0;14700.0;4.99;20200321000000
24286.0;167.0;2.0;15478.0;0.99;20200323000000
22014.0;531.0;1.0;11265.0;10.99;20200302000000
19621.0;276.0;1.0;10763.0;2.99;20200301000000
22531.0;588.0;2.0;12815.0;4.99;20200319000000
24879.0;238.0;1.0;11897.0;2.99;20200317000000
19684.0;282.0;2.0;11226.0;2.99;20200302000000
22381.0;571.0;2.0;11080.0;2.99;20200302000000
23852.0;126.0;1.0;11801.0;0.99;20200317000000
19788.0;294.0;1.0;14474.0;2.99;20200321000000
24709.0;217.0;1.0;11958.0;4.99;20200317000000
24541.0;194.0;2.0;12851.0;3.99;20200319000000
22608.0;597.0;1.0;13152.0;6.99;20200319000000
23655.0;104.0;1.0;13179.0;4.99;20200319000000
23054.0;38.0;1.0;11344.0;2.99;20200302000000
20803.0;403.0;1.0;14519.0;2.99;20200321000000
22320.0;564.0;2.0;14439.0;5.99;20200321000000
24002.0;140.0;2.0;13053.0;10.99;20200319000000
22103.0;540.0;2.0;14910.0;0.99;20200322000000
24046.0;144.0;2.0;12087.0;2.99;20200317000000
23996.0;139.0;1.0;15471.0;3.99;20200323000000
22121.0;542.0;2.0;11903.0;2.99;20200317000000
23427.0;77.0;2.0;15359.0;2.99;20200322000000
24639.0;210.0;1.0;14181.0;7.99;20200321000000
23722.0;113.0;1.0;10378.0;0.99;20200301000000
