payment_id;customer_id;staff_id;rental_id;amount;payment_date
17737.0;398.0;2.0;3141.0;9.99;20200220000000
17382.0;312.0;2.0;1419.0;0.99;20200215000000
17292.0;290.0;2.0;1532.0;0.99;20200216000000
19188.0;178.0;1.0;2293.0;4.99;20200218000000
17291.0;290.0;2.0;1496.0;4.99;20200215000000
17300.0;292.0;2.0;3328.0;2.99;20200221000000
19473.0;258.0;2.0;2931.0;8.99;20200220000000
18620.0;29.0;1.0;3324.0;2.99;20200221000000
18929.0;111.0;1.0;1593.0;6.99;20200216000000
18015.0;471.0;2.0;2350.0;4.99;20200218000000
19190.0;178.0;1.0;2898.0;9.99;20200220000000
19255.0;194.0;1.0;2463.0;3.99;20200218000000
17780.0;410.0;2.0;2971.0;0.99;20200220000000
17542.0;350.0;1.0;2619.0;0.99;20200219000000
19516.0;267.0;1.0;2877.0;1.99;20200220000000
17474.0;336.0;2.0;2475.0;2.99;20200218000000
17902.0;447.0;2.0;1890.0;2.99;20200217000000
18113.0;500.0;1.0;1375.0;5.99;20200215000000
18901.0;103.0;1.0;2724.0;0.99;20200219000000
17804.0;420.0;1.0;2698.0;0.99;20200219000000
19351.0;227.0;2.0;3065.0;0.99;20200220000000
18004.0;468.0;1.0;1975.0;2.99;20200217000000
18988.0;125.0;1.0;2355.0;3.99;20200218000000
18045.0;479.0;2.0;1987.0;2.99;20200217000000
17769.0;407.0;1.0;1698.0;2.99;20200216000000
19009.0;131.0;1.0;1646.0;9.99;20200216000000
19268.0;197.0;2.0;1605.0;8.99;20200216000000
17650.0;379.0;1.0;2926.0;2.99;20200220000000
18523.0;7.0;1.0;2250.0;2.99;20200218000000
17957.0;456.0;1.0;2581.0;2.99;20200219000000
18488.0;206.0;2.0;3012.0;4.99;20200220000000
18189.0;520.0;1.0;1411.0;0.99;20200215000000
18358.0;570.0;2.0;2031.0;6.99;20200217000000
17898.0;446.0;2.0;2710.0;0.99;20200219000000
18049.0;480.0;1.0;1353.0;0.99;20200215000000
18043.0;479.0;1.0;1902.0;2.99;20200217000000
19435.0;249.0;1.0;1204.0;0.99;20200215000000
18734.0;57.0;2.0;2910.0;7.99;20200220000000
18265.0;542.0;2.0;2957.0;10.99;20200220000000
17269.0;283.0;2.0;2849.0;7.99;20200220000000
18926.0;109.0;2.0;2679.0;5.99;20200219000000
17947.0;455.0;2.0;1382.0;1.99;20200215000000
18319.0;559.0;1.0;3370.0;1.99;20200221000000
17541.0;350.0;2.0;2011.0;3.99;20200217000000
18915.0;107.0;1.0;3033.0;3.99;20200220000000
18752.0;64.0;2.0;1335.0;0.99;20200215000000
18021.0;472.0;1.0;2991.0;4.99;20200220000000
17821.0;425.0;1.0;3276.0;6.99;20200221000000
18650.0;35.0;2.0;3112.0;4.99;20200220000000
17943.0;454.0;1.0;2437.0;2.99;20200218000000
18554.0;16.0;2.0;1934.0;6.99;20200217000000
18800.0;77.0;2.0;3238.0;0.99;20200221000000
17253.0;279.0;1.0;3215.0;0.99;20200221000000
17304.0;293.0;1.0;2386.0;4.99;20200218000000
17970.0;459.0;2.0;1977.0;2.99;20200217000000
19113.0;158.0;2.0;3203.0;8.99;20200221000000
19508.0;266.0;1.0;3059.0;4.99;20200220000000
17582.0;360.0;2.0;2780.0;6.99;20200219000000
17560.0;355.0;2.0;1488.0;0.99;20200215000000
18677.0;44.0;1.0;1497.0;3.99;20200215000000
17675.0;384.0;1.0;1961.0;0.99;20200217000000
17967.0;458.0;2.0;2629.0;5.99;20200219000000
18912.0;107.0;2.0;2693.0;6.99;20200219000000
19429.0;246.0;2.0;2704.0;1.99;20200219000000
19352.0;228.0;2.0;2284.0;3.99;20200218000000
19174.0;176.0;1.0;2218.0;2.99;20200218000000
18475.0;203.0;2.0;3406.0;2.99;20200221000000
18011.0;470.0;2.0;1594.0;7.99;20200216000000
19219.0;187.0;2.0;1462.0;4.99;20200215000000
17714.0;392.0;2.0;1530.0;6.99;20200216000000
17333.0;299.0;1.0;2774.0;2.99;20200219000000
18751.0;63.0;2.0;1818.0;0.99;20200216000000
18682.0;45.0;2.0;1979.0;2.99;20200217000000
19396.0;238.0;1.0;1199.0;2.99;20200215000000
17346.0;303.0;1.0;3077.0;3.99;20200220000000
17357.0;306.0;2.0;2836.0;6.99;20200219000000
17904.0;447.0;2.0;2285.0;4.99;20200218000000
18305.0;556.0;2.0;2986.0;0.99;20200220000000
18202.0;524.0;1.0;1306.0;1.99;20200215000000
19353.0;228.0;2.0;2863.0;2.99;20200220000000
18834.0;86.0;2.0;1822.0;0.99;20200216000000
17777.0;410.0;1.0;2073.0;2.99;20200217000000
19379.0;234.0;2.0;3185.0;6.99;20200221000000
17340.0;301.0;1.0;1853.0;0.99;20200217000000
17853.0;431.0;2.0;3369.0;8.99;20200221000000
18954.0;116.0;2.0;1762.0;4.99;20200216000000
17858.0;434.0;2.0;1584.0;5.99;20200216000000
17328.0;298.0;2.0;2385.0;3.99;20200218000000
