payment_id;customer_id;staff_id;rental_id;amount;payment_date
30269.0;113.0;1.0;6836.0;0.99;20200412000000
29983.0;89.0;1.0;8003.0;2.99;20200428000000
31909.0;266.0;1.0;8492.0;2.99;20200429000000
28162.0;532.0;2.0;6598.0;4.99;20200412000000
26655.0;398.0;2.0;5234.0;5.99;20200409000000
30959.0;173.0;2.0;3717.0;0.99;20200406000000
29325.0;30.0;1.0;9641.0;0.99;20200430000000
27666.0;488.0;2.0;9083.0;5.99;20200430000000
29529.0;48.0;2.0;3758.0;4.99;20200406000000
25325.0;283.0;1.0;6300.0;1.99;20200411000000
27659.0;488.0;2.0;4233.0;5.99;20200407000000
28634.0;577.0;1.0;6500.0;2.99;20200412000000
25331.0;283.0;2.0;9478.0;2.99;20200430000000
28745.0;586.0;2.0;3733.0;4.99;20200406000000
26465.0;380.0;2.0;7435.0;0.99;20200427000000
29145.0;14.0;2.0;5317.0;7.99;20200409000000
27737.0;495.0;1.0;8383.0;1.99;20200429000000
31030.0;179.0;1.0;4618.0;2.99;20200408000000
30774.0;157.0;1.0;7110.0;2.99;20200427000000
30353.0;121.0;2.0;5670.0;0.99;20200410000000
25218.0;273.0;1.0;9186.0;4.99;20200430000000
27404.0;467.0;2.0;7573.0;5.99;20200427000000
31638.0;241.0;2.0;3822.0;0.99;20200406000000
27863.0;506.0;2.0;9654.0;3.99;20200430000000
28402.0;557.0;2.0;9367.0;6.99;20200430000000
30270.0;113.0;2.0;7468.0;5.99;20200427000000
28145.0;531.0;1.0;6876.0;4.99;20200412000000
30966.0;173.0;2.0;6021.0;4.99;20200411000000
25680.0;312.0;2.0;6751.0;2.99;20200412000000
29579.0;52.0;1.0;3997.0;1.99;20200407000000
31468.0;227.0;2.0;8417.0;4.99;20200429000000
25918.0;333.0;2.0;7246.0;0.99;20200427000000
27817.0;502.0;1.0;6760.0;8.99;20200412000000
27588.0;482.0;2.0;8584.0;2.99;20200429000000
28120.0;529.0;1.0;4553.0;0.99;20200408000000
31246.0;200.0;1.0;6123.0;0.99;20200411000000
27196.0;446.0;2.0;6454.0;0.99;20200412000000
31583.0;236.0;1.0;7780.0;5.99;20200428000000
26735.0;405.0;1.0;7455.0;2.99;20200427000000
29473.0;42.0;1.0;8095.0;6.99;20200428000000
31439.0;225.0;1.0;6317.0;2.99;20200411000000
25199.0;271.0;1.0;8592.0;0.99;20200429000000
30956.0;172.0;2.0;8944.0;6.99;20200430000000
25686.0;312.0;1.0;9154.0;3.99;20200430000000
31119.0;187.0;1.0;5738.0;8.99;20200410000000
29564.0;50.0;2.0;10046.0;2.99;20200430000000
27387.0;464.0;1.0;9600.0;5.99;20200430000000
26312.0;366.0;1.0;9316.0;6.99;20200430000000
26262.0;363.0;2.0;5687.0;3.99;20200410000000
30549.0;137.0;1.0;9002.0;4.99;20200430000000
30059.0;96.0;1.0;3720.0;2.99;20200406000000
31277.0;210.0;2.0;3884.0;4.99;20200406000000
27699.0;492.0;2.0;4128.0;8.99;20200407000000
29742.0;68.0;1.0;3864.0;0.99;20200406000000
29496.0;44.0;2.0;5849.0;6.99;20200410000000
28279.0;543.0;1.0;9505.0;2.99;20200501000000
28537.0;569.0;2.0;9220.0;1.99;20200430000000
27694.0;491.0;2.0;7281.0;6.99;20200427000000
27701.0;492.0;2.0;4258.0;6.99;20200407000000
28008.0;520.0;2.0;4346.0;2.99;20200407000000
30447.0;128.0;1.0;10011.0;2.99;20200430000000
31620.0;239.0;2.0;7012.0;8.99;20200427000000
26042.0;345.0;1.0;4425.0;2.99;20200407000000
27051.0;433.0;1.0;9294.0;3.99;20200430000000
28712.0;583.0;1.0;5478.0;5.99;20200410000000
30336.0;119.0;1.0;8183.0;5.99;20200428000000
29385.0;35.0;1.0;9579.0;6.99;20200430000000
25390.0;288.0;1.0;6399.0;2.99;20200411000000
30432.0;128.0;1.0;3751.0;0.99;20200406000000
27123.0;440.0;2.0;5594.0;0.99;20200410000000
26174.0;355.0;2.0;7108.0;4.99;20200427000000
28040.0;522.0;1.0;8642.0;6.99;20200429000000
29478.0;42.0;2.0;8915.0;3.99;20200430000000
31086.0;183.0;2.0;9931.0;2.99;20200430000000
25982.0;338.0;2.0;7584.0;3.99;20200427000000
25986.0;339.0;1.0;4243.0;4.99;20200407000000
27371.0;462.0;1.0;9891.0;0.99;20200430000000
31078.0;183.0;2.0;4157.0;2.99;20200407000000
