inventory_id;film_id;store_id;last_update
105.0;21.0;2.0;20200215000000
1816.0;395.0;1.0;20200215000000
3119.0;686.0;1.0;20200215000000
4530.0;989.0;1.0;20200215000000
3929.0;857.0;1.0;20200215000000
1121.0;249.0;1.0;20200215000000
1178.0;262.0;2.0;20200215000000
3770.0;825.0;1.0;20200215000000
3502.0;767.0;1.0;20200215000000
3584.0;784.0;1.0;20200215000000
1767.0;383.0;1.0;20200215000000
3631.0;792.0;2.0;20200215000000
3587.0;784.0;2.0;20200215000000
4197.0;913.0;1.0;20200215000000
2331.0;506.0;1.0;20200215000000
138.0;27.0;1.0;20200215000000
3376.0;741.0;1.0;20200215000000
579.0;126.0;2.0;20200215000000
3531.0;773.0;1.0;20200215000000
4043.0;880.0;1.0;20200215000000
1539.0;337.0;1.0;20200215000000
676.0;147.0;2.0;20200215000000
1229.0;272.0;1.0;20200215000000
62.0;12.0;1.0;20200215000000
3169.0;696.0;2.0;20200215000000
1887.0;411.0;1.0;20200215000000
1788.0;388.0;2.0;20200215000000
1016.0;228.0;1.0;20200215000000
1128.0;250.0;2.0;20200215000000
4580.0;1000.0;2.0;20200215000000
4313.0;939.0;2.0;20200215000000
3574.0;782.0;1.0;20200215000000
3510.0;768.0;2.0;20200215000000
288.0;65.0;2.0;20200215000000
3923.0;856.0;1.0;20200215000000
1970.0;429.0;2.0;20200215000000
1995.0;434.0;2.0;20200215000000
1176.0;261.0;1.0;20200215000000
1373.0;302.0;1.0;20200215000000
964.0;215.0;1.0;20200215000000
2479.0;543.0;1.0;20200215000000
2769.0;608.0;2.0;20200215000000
2013.0;438.0;1.0;20200215000000
3295.0;725.0;2.0;20200215000000
2665.0;585.0;2.0;20200215000000
3442.0;755.0;1.0;20200215000000
3171.0;696.0;2.0;20200215000000
520.0;115.0;1.0;20200215000000
3731.0;816.0;1.0;20200215000000
3671.0;803.0;2.0;20200215000000
3344.0;735.0;1.0;20200215000000
1529.0;334.0;2.0;20200215000000
398.0;88.0;2.0;20200215000000
1693.0;369.0;1.0;20200215000000
643.0;139.0;2.0;20200215000000
1577.0;346.0;2.0;20200215000000
3808.0;834.0;2.0;20200215000000
205.0;45.0;2.0;20200215000000
932.0;206.0;2.0;20200215000000
2177.0;470.0;1.0;20200215000000
1753.0;381.0;1.0;20200215000000
4015.0;875.0;1.0;20200215000000
4221.0;917.0;2.0;20200215000000
1714.0;374.0;1.0;20200215000000
1079.0;240.0;2.0;20200215000000
843.0;184.0;2.0;20200215000000
4563.0;996.0;1.0;20200215000000
2948.0;647.0;1.0;20200215000000
2811.0;617.0;1.0;20200215000000
838.0;183.0;2.0;20200215000000
539.0;118.0;1.0;20200215000000
3072.0;676.0;1.0;20200215000000
1842.0;401.0;1.0;20200215000000
3609.0;789.0;1.0;20200215000000
2457.0;536.0;2.0;20200215000000
3617.0;790.0;1.0;20200215000000
555.0;121.0;1.0;20200215000000
3388.0;744.0;1.0;20200215000000
2093.0;453.0;2.0;20200215000000
4113.0;894.0;2.0;20200215000000
1579.0;346.0;2.0;20200215000000
474.0;104.0;2.0;20200215000000
3217.0;707.0;1.0;20200215000000
637.0;138.0;2.0;20200215000000
3896.0;851.0;1.0;20200215000000
1817.0;395.0;1.0;20200215000000
1898.0;413.0;1.0;20200215000000
817.0;178.0;1.0;20200215000000
2607.0;572.0;1.0;20200215000000
2497.0;548.0;1.0;20200215000000
875.0;193.0;1.0;20200215000000
2404.0;525.0;1.0;20200215000000
2978.0;652.0;1.0;20200215000000
3035.0;666.0;1.0;20200215000000
517.0;114.0;2.0;20200215000000
2040.0;444.0;1.0;20200215000000
4257.0;925.0;2.0;20200215000000
3586.0;784.0;2.0;20200215000000
2849.0;624.0;2.0;20200215000000
4107.0;893.0;2.0;20200215000000
2889.0;634.0;2.0;20200215000000
1703.0;371.0;1.0;20200215000000
1563.0;343.0;1.0;20200215000000
3530.0;772.0;2.0;20200215000000
3870.0;846.0;2.0;20200215000000
3231.0;709.0;2.0;20200215000000
2329.0;506.0;1.0;20200215000000
728.0;159.0;2.0;20200215000000
1021.0;228.0;2.0;20200215000000
2119.0;459.0;2.0;20200215000000
3220.0;707.0;2.0;20200215000000
22.0;4.0;2.0;20200215000000
1171.0;260.0;2.0;20200215000000
2717.0;596.0;2.0;20200215000000
531.0;116.0;2.0;20200215000000
1545.0;338.0;2.0;20200215000000
4273.0;930.0;1.0;20200215000000
924.0;205.0;1.0;20200215000000
4125.0;897.0;1.0;20200215000000
1764.0;382.0;2.0;20200215000000
4266.0;928.0;1.0;20200215000000
726.0;159.0;1.0;20200215000000
1813.0;394.0;1.0;20200215000000
1491.0;327.0;1.0;20200215000000
2831.0;621.0;1.0;20200215000000
4314.0;940.0;1.0;20200215000000
668.0;145.0;2.0;20200215000000
968.0;215.0;2.0;20200215000000
3759.0;823.0;1.0;20200215000000
2367.0;515.0;2.0;20200215000000
103.0;21.0;1.0;20200215000000
732.0;160.0;1.0;20200215000000
4351.0;948.0;2.0;20200215000000
4346.0;947.0;1.0;20200215000000
323.0;72.0;1.0;20200215000000
3409.0;747.0;2.0;20200215000000
2495.0;547.0;2.0;20200215000000
1588.0;348.0;2.0;20200215000000
2449.0;534.0;2.0;20200215000000
89.0;18.0;1.0;20200215000000
1760.0;382.0;1.0;20200215000000
353.0;78.0;1.0;20200215000000
4112.0;894.0;2.0;20200215000000
2930.0;644.0;1.0;20200215000000
2563.0;562.0;1.0;20200215000000
3249.0;715.0;1.0;20200215000000
4528.0;988.0;2.0;20200215000000
3411.0;748.0;1.0;20200215000000
4001.0;871.0;2.0;20200215000000
3312.0;729.0;2.0;20200215000000
3266.0;720.0;1.0;20200215000000
1103.0;245.0;1.0;20200215000000
1989.0;433.0;2.0;20200215000000
4160.0;903.0;2.0;20200215000000
155.0;32.0;2.0;20200215000000
418.0;91.0;2.0;20200215000000
1132.0;251.0;1.0;20200215000000
2171.0;468.0;2.0;20200215000000
1775.0;385.0;2.0;20200215000000
18.0;4.0;1.0;20200215000000
4271.0;929.0;1.0;20200215000000
1078.0;240.0;2.0;20200215000000
1288.0;285.0;1.0;20200215000000
1007.0;226.0;1.0;20200215000000
1691.0;369.0;1.0;20200215000000
4339.0;945.0;2.0;20200215000000
1351.0;298.0;2.0;20200215000000
3014.0;662.0;1.0;20200215000000
485.0;109.0;1.0;20200215000000
2558.0;560.0;2.0;20200215000000
4402.0;962.0;1.0;20200215000000
3644.0;796.0;1.0;20200215000000
4548.0;993.0;1.0;20200215000000
1925.0;418.0;1.0;20200215000000
4362.0;951.0;2.0;20200215000000
339.0;75.0;2.0;20200215000000
2101.0;456.0;1.0;20200215000000
1697.0;369.0;2.0;20200215000000
2777.0;609.0;2.0;20200215000000
298.0;67.0;2.0;20200215000000
4096.0;892.0;1.0;20200215000000
1734.0;377.0;2.0;20200215000000
1790.0;389.0;1.0;20200215000000
3425.0;750.0;1.0;20200215000000
157.0;34.0;2.0;20200215000000
3961.0;863.0;2.0;20200215000000
1954.0;426.0;2.0;20200215000000
1902.0;414.0;2.0;20200215000000
3061.0;672.0;2.0;20200215000000
4155.0;902.0;1.0;20200215000000
2187.0;473.0;1.0;20200215000000
4356.0;949.0;1.0;20200215000000
4330.0;944.0;2.0;20200215000000
1133.0;251.0;2.0;20200215000000
3395.0;745.0;1.0;20200215000000
2917.0;641.0;1.0;20200215000000
3108.0;683.0;1.0;20200215000000
3214.0;706.0;2.0;20200215000000
1692.0;369.0;1.0;20200215000000
746.0;163.0;2.0;20200215000000
4169.0;906.0;2.0;20200215000000
362.0;79.0;2.0;20200215000000
3776.0;827.0;1.0;20200215000000
1163.0;257.0;2.0;20200215000000
2750.0;603.0;1.0;20200215000000
1947.0;424.0;1.0;20200215000000
537.0;117.0;2.0;20200215000000
3522.0;771.0;2.0;20200215000000
1825.0;396.0;2.0;20200215000000
2474.0;542.0;1.0;20200215000000
3541.0;774.0;1.0;20200215000000
2524.0;554.0;2.0;20200215000000
2407.0;525.0;2.0;20200215000000
169.0;37.0;1.0;20200215000000
4368.0;952.0;1.0;20200215000000
3953.0;862.0;1.0;20200215000000
3118.0;685.0;2.0;20200215000000
391.0;86.0;2.0;20200215000000
1096.0;244.0;1.0;20200215000000
1597.0;350.0;1.0;20200215000000
3418.0;748.0;2.0;20200215000000
836.0;183.0;1.0;20200215000000
1177.0;262.0;2.0;20200215000000
3277.0;722.0;2.0;20200215000000
3016.0;662.0;2.0;20200215000000
2005.0;436.0;2.0;20200215000000
3852.0;843.0;2.0;20200215000000
1868.0;408.0;1.0;20200215000000
3612.0;789.0;2.0;20200215000000
4133.0;898.0;1.0;20200215000000
4219.0;917.0;1.0;20200215000000
1772.0;384.0;2.0;20200215000000
101.0;20.0;1.0;20200215000000
2231.0;483.0;1.0;20200215000000
4354.0;949.0;1.0;20200215000000
183.0;40.0;2.0;20200215000000
1134.0;251.0;2.0;20200215000000
3063.0;673.0;1.0;20200215000000
3192.0;702.0;1.0;20200215000000
2904.0;638.0;1.0;20200215000000
3259.0;717.0;1.0;20200215000000
1628.0;356.0;1.0;20200215000000
3482.0;763.0;2.0;20200215000000
2015.0;438.0;2.0;20200215000000
2164.0;467.0;2.0;20200215000000
1140.0;252.0;2.0;20200215000000
2001.0;436.0;1.0;20200215000000
1827.0;397.0;1.0;20200215000000
3819.0;836.0;1.0;20200215000000
1418.0;311.0;1.0;20200215000000
2228.0;482.0;1.0;20200215000000
2588.0;568.0;1.0;20200215000000
444.0;98.0;1.0;20200215000000
972.0;216.0;2.0;20200215000000
